X1,X2,X3,X4,X5,X6,X7,X8,Y
No,Neutral,4.28,4.28,5.37,70.91,NA,97.64,107.12
No,Hot,3.3,3.34,5.1,94.28,NA,48.04,96.2
No,Neutral,2.66,2.57,19.61,99.54,34.67,30.04,113.76
No,Hot,6.29,6.03,1.53,90.46,37.33,41.8,93.19
No,Hot,5.31,5.27,6.21,84.31,63.78,67.93,100.18
Yes,Cold,2.26,2.27,28.35,99.8,NA,61.07,116.57
Yes,Cold,5.42,5.28,1.29,98.97,53.68,52.61,118.27
Yes,Hot,4.23,4.09,3.71,79.25,20.62,16.8,92.62
No,Neutral,7,6.99,19.5,98.54,57.4,61.24,106.43
Yes,Neutral,2.4,2.52,11.98,81.71,92.88,95.27,109.85
No,Neutral,4.47,4.54,2.57,64.54,34.46,32.89,108.47
Yes,Hot,4.83,4.91,18.96,93.03,95.49,96.27,102.6
Yes,Neutral,6.29,6.49,6.37,72.23,9.29,9.53,116.75
No,Neutral,6.4,6.36,1.13,90.56,64.95,69.67,110.27
Yes,Neutral,5.67,5.67,17.55,99.94,16.86,20.13,120.67
Yes,Neutral,3.14,3.13,NA,98.37,23.21,27.77,107.72
No,Neutral,5.84,NA,14.08,91.69,11.18,12.39,112.71
No,Neutral,4.12,4.1,12.15,91.65,95.45,93.31,106.6
No,Hot,3.18,3.08,1.54,NA,9.61,6.08,101.13
No,NA,3.57,3.57,6.49,99.41,50.72,52.18,111.03
No,Hot,5.44,5.66,23.79,92.08,10.66,9.73,89.22
Yes,Neutral,6.55,6.35,13.72,90,52.18,48.1,110.09
No,Neutral,3.15,3.14,8.31,64.26,NA,75.35,98.19
No,Neutral,4.45,4.35,2.49,98.29,13.04,13.81,109.26
Yes,Neutral,7.59,7.63,15.15,86.45,70.71,68.5,105.02
Yes,Neutral,4.86,4.67,1.89,94.55,84.4,86.31,114.53
Yes,Cold,6.44,6.41,6.21,62.21,69.65,73.18,104.55
No,Neutral,2.36,2.29,14.14,NA,39.35,39.51,97.1
No,Cold,2.35,2.32,13.72,84.32,55.67,54.02,97.49
Yes,Neutral,7.49,7.34,9.96,84.69,69.51,71.07,107.26
No,Neutral,5.2,5.27,2.01,73.51,62.31,63.08,101.81
Yes,Neutral,4.72,4.81,4.84,96.97,66.83,66.92,116.04
No,Neutral,6.56,6.8,24.68,84.21,82.49,81.89,100.22
No,Hot,1,0.95,10.18,80.1,52.5,50.29,92.96
Yes,Neutral,7.35,7.29,NA,96.8,60.83,61.58,113.43
No,Neutral,NA,5.38,9.04,90.95,14.98,12.02,104.55
NA,Neutral,5.66,5.58,3.97,96.8,44.75,46.76,94.94
Yes,Neutral,5.84,5.98,3.83,NA,86.49,84.99,117.04
No,Neutral,4.11,4.05,4.81,95.07,39.6,38.53,98.22
Yes,Cold,6.93,6.61,22.39,98.91,21.34,17.12,106.39
Yes,Neutral,4.25,4.3,3.53,84.27,67.96,NA,100.17
No,Neutral,7.02,6.7,5.76,94.57,29.31,24.59,105.38
No,Hot,3.47,3.39,1.44,91.17,4.02,1,96.41
No,Cold,6.7,6.55,3.35,92.64,76.31,80.25,95.81
No,Neutral,3.88,4.02,14.63,84.95,87.21,88.55,105.69
Yes,Cold,6.93,6.8,24.9,95.86,33.2,33.81,106.56
No,Neutral,5.79,5.89,3.49,88.37,61.22,57.04,107.44
No,Hot,1,0.97,17.63,97.96,12.19,17.05,97.57
No,Cold,2.19,2.11,15.35,96.75,99.03,100,102
Yes,Neutral,8.96,8.6,1.96,97.2,87.61,86.31,122.07
No,Neutral,2.82,2.76,2.23,84.75,99.99,100,102.16
Yes,Hot,5.54,5.54,11.62,85.9,78.37,NA,95.27
No,Neutral,6.87,6.61,5.06,83.69,54.12,57.15,106
NA,Hot,7.85,7.88,8.36,96.66,71.62,73.32,105.65
No,Hot,3.88,3.76,23.21,86.92,27.95,28.7,94.47
Yes,Hot,4.15,4.31,1.23,NA,71.85,NA,104.19
Yes,Hot,9.07,9.26,17.46,95.22,16.18,12.3,101.9
NA,Neutral,3.17,3.23,19.63,86.25,46.55,46.77,94.37
No,Cold,5.38,5.28,20.81,73.41,97.78,NA,100.97
No,NA,2.5,2.61,4.4,82.97,NA,31.44,101.83
No,Neutral,2.99,2.85,20.56,86.34,58.05,55.74,111.2
Yes,Neutral,5.06,5.13,8.13,90.93,2.6,1.95,107.93
Yes,Neutral,7.07,6.88,7.89,47.96,34.97,39.3,106.81
Yes,Neutral,3.27,3.25,17.34,NA,7.98,7.39,99.19
Yes,Neutral,4.87,4.83,4.13,92.83,61.42,66.18,112.6
No,Neutral,6.94,7.25,24.58,82.8,52.68,51.02,107.21
Yes,Neutral,4.32,4.18,24.25,NA,88.08,85,114.61
No,Neutral,4.24,4.27,1.43,89,51.12,48.86,99.5
Yes,Cold,4.97,5.09,1.16,95.96,57.68,61.16,109.71
No,Cold,3.79,3.78,4.93,92.12,39.42,35.67,97.79
No,Neutral,NA,5.49,4.89,85.31,31.39,33.93,90.09
NA,Neutral,2.17,2.28,8.25,NA,11.86,16.39,106.96
Yes,Neutral,7.18,7.11,4.34,99.34,62.33,62.34,111.31
Yes,Neutral,NA,4.15,19.93,85.16,18.67,22.81,109.85
No,Cold,3.46,3.36,3.03,96.49,15.6,16.24,108.45
Yes,Hot,6.34,6.36,13.35,80.4,64.42,64.86,100.81
Yes,Cold,4.45,4.39,7.64,99.72,97.83,100,110.13
No,Neutral,4.67,4.5,7.41,98.77,15.49,12.42,111.46
NA,NA,6.4,6.71,3.35,95.58,6.05,10.03,103.09
NA,Neutral,1.49,1.47,14.22,87.42,10.31,14.78,101.94
Yes,Neutral,5.04,5.19,38.76,82.31,13.36,11.5,102.77
No,Hot,4.19,4.21,21.96,87.12,95.82,93.66,92.39
Yes,Hot,3.92,3.9,22.87,87.68,41.81,42.32,100.55
NA,Neutral,7.5,7.84,3.48,91.38,NA,52.01,114.02
Yes,Hot,NA,5.18,9.66,94.53,18.99,18.02,104.29
No,Neutral,4.54,4.57,1.37,96.07,4.86,6.46,104.89
Yes,Neutral,8.83,8.87,6.98,91.19,23.34,23.91,117.06
No,Neutral,7.57,7.63,1.31,99.97,NA,26.38,109.06
No,Hot,5.54,5.51,NA,92.57,50.79,49.28,94.46
No,Neutral,4.97,5.1,13.46,93.08,38.61,41.44,95.98
No,Neutral,5.27,5.45,4.1,74.22,74.58,73.69,98.72
Yes,Neutral,7.2,6.96,NA,88.22,67.27,69.18,117.71
Yes,Cold,1.39,1.4,22.42,94.14,3.83,3.27,104.98
No,Cold,4.33,4.13,7.09,87.63,36.86,31.95,96.58
No,Neutral,1.64,1.65,4.65,94.09,49.27,44.73,105.17
Yes,Hot,2.81,2.86,1.84,98.12,64.69,NA,100.18
Yes,Neutral,1,1,8.03,NA,69.31,68.42,103.14
Yes,Neutral,5.99,5.77,7.45,81.83,76.38,73.38,106.96
Yes,Neutral,1.14,1.18,NA,64.55,45.78,43.41,103.39
Yes,Cold,5,5.11,5.24,88.48,12.25,14.45,111.52
No,Neutral,1.71,1.76,13.33,91.1,25.02,24.45,98.49
Yes,Cold,4.57,4.42,5.16,93.72,47.55,50.68,113.5
Yes,Hot,4.92,5.14,13.43,95.32,63.35,NA,93.3
Yes,Cold,5.91,6.02,19.33,99.74,77.99,73.74,114.15
No,Neutral,1.22,1.16,39.89,91.56,39.88,44.63,97.18
No,Neutral,5.34,5.27,9.84,98.72,28.28,33.2,100.44
No,Neutral,4.39,4.52,45.09,94.99,95.2,98.01,104.68
No,Neutral,5.48,5.23,2.54,98.24,36.21,34,112.36
No,Neutral,3.12,3.23,11.49,86.21,49.66,49.92,93.06
Yes,Hot,4.51,4.36,11.81,68.02,NA,71.86,105.89
No,Neutral,4.53,4.46,7.34,89.37,13.26,13.36,101.69
Yes,Neutral,3.74,3.7,20.72,97.77,37.79,38.04,106.37
No,Neutral,NA,4.22,14.51,NA,45.18,49.22,110.42
Yes,Hot,3.05,3.01,3.03,92.08,39.5,42.66,99.12
Yes,Hot,6.04,5.99,1.47,67.1,39.58,40.18,90.64
No,NA,5.76,5.88,1.35,99.95,7.84,11.53,98.3
Yes,Neutral,3.5,3.58,27.69,55.29,NA,55.8,110.35
No,Neutral,6.77,6.92,90.61,90.21,68.86,64.64,109.94
No,NA,3.89,3.89,4.09,90.74,30.35,28.89,101.75
No,Neutral,6.73,NA,1.34,93.97,96.21,96.5,100.37
No,Neutral,5.67,5.67,9.71,92.39,36.51,36.66,111.91
Yes,Neutral,5.11,4.97,10.7,97.67,7.25,2.26,118.01
No,Neutral,5.42,5.58,2.28,99.36,81.49,85.91,106.22
No,Cold,2.46,2.45,14.49,74.28,4.86,8.48,111.81
No,NA,6.53,6.48,20.54,54.69,33.7,37.26,114.84
Yes,Hot,5.79,5.84,8.37,75.75,54.99,51.02,107.34
No,Hot,NA,7.33,3.71,94.32,73.34,75.62,108.86
Yes,Hot,2.32,2.33,12.17,85.8,76.56,79.56,99.83
Yes,NA,2.84,2.91,35.82,80.11,78.4,74.92,106.86
Yes,Cold,5.68,5.79,1.83,86.77,84.87,81.53,108.62
Yes,Neutral,3.65,3.48,10.4,92.97,24.03,25.13,102.67
Yes,Hot,8.51,8.5,2.42,94.18,NA,23.74,110.2
No,Neutral,4.83,4.77,2.09,82.38,41.78,44.88,105.22
Yes,Cold,4.61,4.81,22.93,77.48,38.01,34.51,94.05
No,Hot,8.13,7.81,27.86,97.09,52.64,53.22,100.36
No,NA,3.35,3.22,NA,72.17,46.75,48.21,98
No,Neutral,4.75,4.67,NA,96.85,81.12,84.79,101.61
NA,Neutral,3.22,3.25,12.53,84.27,80.07,84.35,104.26
Yes,Neutral,2.03,2.12,6.27,86.72,98.24,94.41,110.3
Yes,Neutral,7.26,6.98,2.24,99.64,71.71,74.46,114.02
No,Neutral,5.81,NA,2.41,96.88,67.02,63.22,101.13
Yes,Cold,8.29,8.31,1.95,89.31,NA,57.8,111.21
No,Hot,5.38,5.31,22.74,94.86,65.71,68.13,97.22
Yes,NA,5.88,6.09,5.16,91.21,95.57,93.43,120.82
Yes,NA,2.57,2.48,6.34,95.19,39.18,35.9,101
No,Cold,5.34,NA,3.61,93.9,25.15,21.12,106.91
Yes,Neutral,7.81,8.09,48.26,77.91,90.09,87.29,107.72
No,Neutral,6.02,6.17,9.15,85.54,75.64,78.16,111.8
No,Neutral,2.04,2.02,10.05,98.43,75.4,79.19,109.31
Yes,Neutral,1.14,1.2,4.7,98.31,92.48,96.8,100.68
Yes,Cold,3.92,4.03,2.9,86.49,54.94,53.48,107.27
NA,Cold,3.1,3.04,5.53,99.78,53.78,50.93,109.28
Yes,Neutral,5.24,5.04,30.65,98.33,95.12,95.89,118.21
Yes,Hot,3.08,2.98,1.57,98.09,45.86,46.92,103.83
Yes,Hot,NA,7.92,6.94,98.12,21.76,18.08,102
No,NA,3.74,3.71,26.86,99.48,42.95,47.91,102.91
Yes,Neutral,NA,7.07,1.52,67.31,44.58,NA,117.35
Yes,Cold,4.54,4.72,21.6,98.93,83.95,NA,111.97
Yes,Cold,6.51,6.68,6.2,94.73,9.93,12.06,110.17
No,Neutral,2.74,2.64,11.68,86.1,99.79,100,106.77
No,Hot,4.98,5.06,11.51,86.99,NA,31.49,91.56
Yes,Neutral,7.99,NA,5.97,83.46,42.96,45,118.84
No,Neutral,9.59,9.84,3.95,93.81,68.54,65.08,109.15
No,Neutral,6.39,6.3,6.93,97.76,54.76,55.11,108.43
NA,Hot,5.87,6.06,17.65,94.38,49.7,52.16,99.18
Yes,Neutral,4.39,4.4,NA,97.12,12.75,10.84,109.8
Yes,Hot,4.92,5.11,1.76,98.74,7.55,5.8,107.85
No,Neutral,5.96,NA,2.18,90.82,22.47,25.22,108.5
Yes,Neutral,9.44,9.11,17.76,82.75,81.87,85.5,110.33
Yes,Neutral,5.69,5.89,36.52,99.12,92.81,96.1,109.02
Yes,Neutral,6.59,6.85,NA,94.88,NA,NA,121.18
No,NA,5.83,5.7,4.06,90.94,39.64,42.95,106.1
No,Neutral,4.1,4.24,8.74,97.01,12.93,13.44,102.77
No,Hot,7.43,NA,2.59,86.69,95.7,93.61,104.51
Yes,Cold,1,1.03,22.89,92.13,6.6,4.67,111.22
Yes,Neutral,4.6,4.5,2.65,91.82,85.44,82.75,111.49
No,Hot,3.6,3.43,9.48,96.41,10.52,13.73,93.76
No,Neutral,3.36,3.46,5.43,73.99,67.19,70.78,103.01
No,Neutral,3.69,3.63,2.85,89.36,43.78,43.53,104.75
No,Neutral,6.23,6.05,14.1,88.16,38.72,43.27,108.61
No,Hot,8.09,8.34,1.04,99.64,40.93,39.84,96.21
No,NA,4.6,4.44,6.19,82.37,42.98,44.93,107.51
Yes,Hot,4.91,4.9,NA,99.35,30.49,29.84,96.22
Yes,Hot,2.26,2.33,1.87,93.05,NA,99.07,94.49
NA,Hot,4.18,4.17,10.39,87.82,NA,27.84,99.15
No,Neutral,4,3.94,27.67,96.17,NA,50.95,111.27
Yes,Neutral,4.09,NA,24.85,88.34,44.95,48.33,114.68
Yes,Cold,7.17,7.29,2.96,87.9,16.13,16.22,112.73
No,Hot,7.06,6.96,14.42,78.77,88.91,93.36,96.47
Yes,Neutral,5.62,5.63,1.32,93,64.79,60.28,115.1
Yes,Neutral,5.79,5.77,NA,98.61,55.85,55.22,109.74
No,Hot,3.14,3.12,47.5,71.26,83.98,83.41,96.04
NA,Neutral,6.51,6.68,1.77,81.88,80.93,81.8,103.06
Yes,Hot,5.4,5.59,23.69,81.74,35.23,32.42,101.99
No,NA,4.3,4.09,11.09,97.78,29.52,24.88,89.94
Yes,Cold,6.23,6.34,25.53,93.51,59.84,61.66,113.8
Yes,Neutral,1,1.01,27.34,91.5,51.43,49.42,112.58
Yes,Hot,7.77,8.15,19.19,97.28,3.43,3.65,100.49
Yes,Neutral,4.71,4.91,21.08,96,7.85,9.73,111.18
No,Neutral,5.99,6.08,1.54,94.83,50.18,46.94,113.41
Yes,Neutral,4.33,4.2,19.05,88.7,54.33,55.06,111.38
No,Neutral,7.2,7.45,1.37,73.23,46.79,44.54,103.55
Yes,Neutral,1,0.95,8.74,56.82,86.2,86.92,103.31
No,Neutral,4.54,4.43,4.38,97.56,75.08,73.12,97.16
No,Hot,NA,2.38,16.07,51.43,34.97,38.25,98.64
Yes,Hot,7.78,8.04,10.21,88.05,NA,NA,100.76
NA,Cold,8.36,7.98,4.44,92.46,9.25,8.24,115.52
Yes,Neutral,5.83,5.81,15.65,96.93,41.27,37.41,121.7
Yes,Neutral,5.25,5.09,19.38,88.56,86.87,85.87,111.41
Yes,Cold,3.2,3.11,3.26,98.11,8.57,NA,103.24
No,Hot,7.15,7.44,15.1,61.09,59.06,58.09,91.38
No,Hot,1.53,1.5,17.81,98.72,87.83,85.12,100.52
Yes,Neutral,5.81,6.03,3.36,87.93,48.7,52.86,110.43
NA,Neutral,5.29,5.22,8.02,99.33,44.54,40.62,119.92
No,Neutral,6.41,6.65,11.25,92.8,13.91,15.05,106.57
No,Neutral,NA,4.74,7.91,97.3,59.92,NA,99.12
Yes,Hot,2.58,2.62,4.01,82.19,35.57,34.4,101.02
No,Neutral,6.12,5.95,26.15,85.2,95.23,96.42,115.65
Yes,Hot,3.36,3.27,NA,98.91,94.93,96.45,93.8
No,NA,4.62,4.65,13.45,94.22,NA,72.94,96.79
NA,Cold,5.6,5.42,29.93,93.39,93.57,97.61,109
No,Neutral,6.22,6.04,1.43,94.35,63.29,65.24,98.96
Yes,Hot,6.05,6.08,6.9,80.36,36.37,37.06,102.7
No,Neutral,3.69,3.84,17.72,92.51,35.9,38.99,111.03
Yes,Neutral,2.75,2.68,12.73,99.15,20.76,20.28,106.28
No,Neutral,7.2,6.85,27.19,83.15,61.43,64.5,99.48
Yes,Neutral,8.11,7.74,19.24,77,23.83,25.34,117.92
No,Cold,6.63,6.72,10.84,80.13,22.78,18.9,94.9
No,Hot,7.4,7.66,11.08,98.87,24.15,19.89,95.61
Yes,Hot,5.4,5.61,17.93,NA,7.16,3.03,105.47
No,Neutral,4.99,NA,6.48,97.92,51.18,46.43,93.88
Yes,Hot,3.85,3.83,28.07,88.98,15.4,17.75,106.32
No,Neutral,5.08,5.23,4.51,83.72,56.35,59.8,111.14
Yes,Cold,7.85,8.19,19.15,95.04,6.17,NA,107.14
Yes,Neutral,5.32,5.06,8.17,89.74,63.51,61.03,115.09
Yes,Neutral,1.53,1.57,34.26,93.26,78.54,NA,115.95
No,Neutral,NA,1.97,31.09,86.68,50.72,46.92,110.16
NA,Neutral,5,5.03,5.38,91.46,NA,43.03,100.69
Yes,Neutral,3.67,3.78,2.82,81.25,30.37,28.44,116.08
No,Cold,4.33,4.34,4.05,87.48,14.8,10.4,104.06
Yes,Cold,5.74,5.66,NA,99.99,4.1,7.83,113.88
No,Cold,10,10.48,16.51,84.19,42.11,38.02,112.56
Yes,Neutral,7.97,7.58,6.49,84.81,86.66,88.2,108.75
No,Neutral,NA,6.51,NA,95.09,52.82,56.42,109.09
Yes,Neutral,2.11,2.05,5.88,96.64,74.44,72.67,113.37
No,Hot,NA,4.76,8.7,98.82,36.63,33.88,103.12
No,Neutral,7.05,6.97,19.37,67.66,50.23,NA,105.86
Yes,Neutral,5.88,5.8,3.85,82.28,84.52,83.23,113.87
Yes,Neutral,6.41,6.2,20.72,98.69,40.49,45.35,110.37
Yes,Neutral,3.46,3.33,10.94,99.95,16.45,18.92,114.06
No,Cold,6.13,6.28,1.6,90.95,28.32,32,107.66
No,Neutral,3.83,3.79,12,94.79,97.39,94.5,105.37
No,NA,3.62,3.56,15.3,92.62,51.46,51.61,107.41
No,Neutral,6.64,6.92,2.44,95.09,NA,82.23,103.93
No,Hot,1,1,4.87,94.21,70.26,72.92,98.05
No,Neutral,4.44,4.38,15.21,83.28,76.65,71.89,99.8
No,Hot,8.14,7.88,11.17,48.07,56.04,60.55,94.65
No,Neutral,1.83,1.88,14.32,85.08,8.38,8.62,107.54
Yes,Neutral,5.42,5.42,4.38,84.6,62.68,57.69,97.48
No,Neutral,4.68,4.86,34.47,89.81,78.92,79.62,105.99
No,Neutral,1.76,1.69,8.73,89.28,42.35,39.45,112.81
No,NA,NA,5.43,5.37,58.9,50.44,51.33,115.18
Yes,Neutral,1.8,1.71,7.21,78.91,NA,75.33,114.07
Yes,Neutral,4.58,4.8,46,95.73,99.42,95.44,108.93
No,Neutral,1,0.96,10.81,77.21,77.62,73.96,105.08
Yes,Hot,6.64,6.8,1.14,50.22,65.86,NA,86.25
No,Cold,6.14,6,27.52,NA,59.26,58.43,106.08
No,Hot,8.29,8.13,7.01,92.98,66.18,70.57,100.04
Yes,Neutral,3.15,3.03,4.19,95.42,96.22,97.23,113.6
No,Hot,4.24,4.28,2.97,91.35,28.13,27.59,88.95
No,Neutral,6.85,6.55,38.18,92.72,90.23,89.9,110.7
No,Neutral,5.53,5.57,13.38,94.36,62.93,60.6,107.87
Yes,Neutral,2.34,2.3,11.13,98.86,4.59,1.92,102
Yes,Hot,7.55,7.29,1.98,97.99,26.83,NA,103.32
No,Neutral,2.05,2.01,NA,84.78,12.03,15.78,104.65
No,Neutral,6.22,6.49,12.61,NA,93.1,94.26,106.91
Yes,Hot,3.55,3.62,NA,71.35,2.66,1,97.83
NA,Neutral,4.63,4.8,3.91,98.07,81.55,80.29,101.91
Yes,Neutral,4.93,5,2.85,89.69,92.49,95.72,103.01
Yes,Cold,1.88,1.96,4.35,96.12,96.97,99.41,115.38
No,Neutral,2.42,2.31,2.73,96.81,81.38,81.58,101.1
Yes,Cold,3.44,3.5,9.49,89.01,NA,NA,117.4
Yes,Cold,3.8,3.96,2.5,94.57,64.23,67.67,111.25
No,Cold,6.38,6.55,45.75,68.31,18.43,NA,110.37
No,Hot,1.87,1.81,14.21,88.65,35.33,37.39,94.15
No,Neutral,3,3.09,5.83,97.38,66.46,65.35,109.47
No,Hot,4.1,4.15,17.19,91.08,11.9,8.28,101.03
Yes,Cold,8.34,8.27,2.34,8.38,27.24,31.52,116.54
No,Cold,2.41,2.41,2.93,76.91,1,1,103.68
No,Neutral,4.24,4.35,14.64,94.27,95.62,95.95,104.65
No,Neutral,5.95,5.89,2.84,99.71,48.27,46.18,108.29
No,Neutral,1.84,1.88,17.23,99.75,48.48,44.67,105.91
No,Neutral,6.77,6.52,3.19,92.83,37.19,35,107.48
Yes,Neutral,8.14,8.01,7.38,97.12,15.63,14.38,114.7
No,Neutral,6.87,6.68,2.36,99.8,85.91,88.25,104.55
No,Cold,6.95,7,1.13,70.56,51.9,49.81,106.31
Yes,Neutral,2.36,2.46,1.43,94.67,32.3,30.17,106.29
Yes,Neutral,4.01,4.04,7.13,98.71,7.85,10.52,110.17
Yes,Neutral,4.7,4.58,10.18,97.7,23.75,20.51,120.27
Yes,Cold,NA,2.61,5.91,99.73,7.64,8.94,108.46
NA,Hot,7.58,7.91,25.04,NA,67.87,72.86,98.36
No,Hot,3.01,2.94,19.43,NA,23.44,19.58,100.75
No,Hot,3.96,4.06,5.95,98.97,57.21,55.83,97.38
Yes,Neutral,4.5,4.65,8.47,98.09,53.47,54.4,116.01
No,Neutral,9.96,10.02,1.9,85.12,96.08,94,111.08
Yes,Neutral,5.23,5.4,25.97,98.23,2.32,7.04,116.24
No,Cold,6.73,6.8,2.56,82.22,93.4,88.62,101.85
Yes,NA,5.68,5.45,12.24,58.97,25.37,27.78,104.7
No,Neutral,3.99,3.93,8.67,NA,12.15,9.22,110.39
No,Hot,3.96,3.97,1.88,99.6,85.53,89.14,98.31
Yes,Neutral,1.33,1.29,3.27,78.54,57.41,55.34,105.72
Yes,Neutral,5.67,5.81,11.8,92.36,9.36,4.53,105.45
No,Neutral,5.36,5.45,5.96,82.41,37.81,37.25,94.21
No,Neutral,4.88,4.87,4.59,90.49,43.68,47.97,111.46
No,Hot,3.49,3.59,14.53,83.1,60.48,58.03,98.5
NA,Cold,2.97,2.96,1.59,79.51,12.21,NA,97.58
No,Neutral,3.84,3.92,1.06,85.33,97.43,100,96.57
Yes,Neutral,6.57,6.61,NA,92.45,33.2,31.1,108.21
Yes,Hot,8.2,8.09,2.06,98.38,13.39,11.07,101.54
No,Cold,5.73,5.51,1.85,71.17,6.82,5.09,102.93
No,Neutral,5.68,5.44,8.55,70.24,65.02,66.29,104.58
Yes,Neutral,5.22,5.14,10.64,75.78,17.83,17.65,112.52
Yes,Neutral,6.54,6.75,7.37,98.37,83.02,80.62,110.08
Yes,Neutral,7.76,7.75,17.36,95.66,88.79,93.4,121.82
No,Neutral,5.08,5,NA,96.17,26.97,27.09,103.8
No,Neutral,4.8,4.7,8,39.01,86.89,90.01,96.68
Yes,Neutral,5.81,5.68,11.47,92.07,19.36,20.74,122.95
No,Hot,3.87,3.72,2.64,90.95,1.58,1,90.98
No,Neutral,1.92,NA,35.6,82.71,NA,15.91,102.49
No,Cold,7.08,7.27,9.89,97.18,41.72,NA,113.39
Yes,Cold,4,3.89,1.95,92.52,26.73,23.34,111.83
No,Neutral,4.6,4.66,15.42,99.58,65.06,66.46,108.27
Yes,Cold,5.87,6.12,24.68,89.35,NA,93.93,114.92
No,Neutral,3.38,3.46,1.27,89.46,10.08,13,106.2
No,Neutral,3.91,3.98,13,84.42,45.46,48.38,101.37
Yes,Neutral,2.9,2.8,6.69,80.22,29.81,24.95,98.94
No,Neutral,5.09,5.21,13.04,NA,98.29,95.18,106.3
No,Cold,5.87,5.68,5.87,97.77,92.86,91.68,110.3
No,Hot,3.6,3.63,2.16,93.3,23.91,25.92,85.32
Yes,Neutral,1.45,1.43,35.33,80.95,2.78,2.41,113.15
Yes,Neutral,7.47,7.41,2.83,95.61,20.31,24.54,109.66
Yes,Neutral,4.3,4.38,8.05,96.03,2.41,4.45,114.56
No,Hot,5.05,5.13,3.85,81.56,4.89,1,93.54
No,Cold,4.9,5.04,16.49,81.25,58.94,56.02,102.33
Yes,Hot,5.31,5.42,3.18,96.73,80.75,85.45,97.28
No,Neutral,6.93,6.89,1.54,NA,15.36,NA,112.35
No,Cold,4.81,5.04,18.52,93.06,24.17,22.52,104.83
No,Hot,4.23,4.14,12.18,99.2,63.25,62.86,96.72
Yes,Hot,4.61,4.77,17.52,99.32,13.57,14.62,114.14
No,Neutral,3.11,2.97,19.67,64.75,NA,40.9,108.06
Yes,Neutral,8.31,8.21,4.28,89.63,28.94,26.88,114.08
No,Neutral,3.22,3.07,4.31,64.42,10.03,9.42,97.72
Yes,Cold,7.29,6.99,2.81,89.94,96.5,99.43,117.9
Yes,Cold,3,2.96,24.1,85.77,NA,62.55,103.39
No,Neutral,7.8,8.06,10.89,76.29,NA,51.49,113.76
Yes,Neutral,2.89,2.79,1.4,97.04,17.1,16.98,106
No,Cold,3.66,3.5,6.4,92.36,71.59,73.64,106.97
No,Hot,2.59,2.46,10.17,99.19,51.88,52.2,84.54
No,Cold,5.43,5.23,16.48,NA,NA,18.81,91.26
No,Neutral,4.28,4.33,2.06,79.82,17.59,19.66,101.57
Yes,Neutral,7.61,7.83,9.75,93.96,18.35,19.56,109.82
No,Hot,5.05,5.09,4.39,98.91,54.34,58.5,92.09
NA,Hot,7.16,NA,9.69,77.38,83.19,85.05,98.93
Yes,Neutral,5.24,5.18,NA,93.41,20.22,21.3,108.29
No,Neutral,7.13,6.91,NA,97.52,21.64,18.17,108.03
Yes,Hot,2.1,2.04,18.99,96.71,45.99,48.6,103.3
Yes,Hot,4.93,5.16,1.19,98.13,95.94,96.15,97.91
Yes,Neutral,6.29,6.48,8.57,90.38,89.33,92.11,111.95
No,Neutral,5.45,5.24,6.63,92.26,43.21,38.84,103.2
Yes,Hot,6.52,6.67,14.24,93.63,4.13,9.11,100.89
Yes,Cold,6.31,6.14,8.13,80.74,17.91,NA,110.71
No,Cold,5.69,5.58,33.93,51.86,20.02,20.45,113.19
Yes,Neutral,7.36,7.48,18.53,98.63,76.74,80.08,128.07
No,Neutral,10,10.4,6.92,83.26,72.9,75.79,109.82
Yes,Neutral,6.74,6.6,20.55,78.75,7.73,8.63,112.17
No,Neutral,NA,6.72,2.96,81.64,44.85,40.16,104.73
No,Hot,3.81,3.96,11.58,NA,92.86,90.33,93.93
No,Neutral,6.5,6.5,15.19,91.77,79.85,75.84,108.76
No,Neutral,8.18,8.07,5.61,NA,99.86,99.99,109.93
Yes,Neutral,4.3,4.19,NA,NA,34.09,37.07,106.39
Yes,Hot,4.33,4.44,6.84,90.3,28.91,29.76,106.85
Yes,Hot,1.57,1.53,2.77,97.17,38.94,40.79,94.7
NA,Neutral,7.21,7.44,1.37,99.46,84.05,NA,118.18
Yes,Cold,6.28,6.04,5.02,99.22,30.04,30.25,114
No,Neutral,5.45,5.64,8.74,80.47,71.92,72.03,105.98
Yes,Hot,3.37,3.38,12.3,87.19,61.94,64.56,100.69
Yes,Cold,4.15,4.1,16.15,80.49,88.81,85.37,103.55
No,Hot,6.43,6.67,16.81,83.71,21.33,24.51,93.28
Yes,Hot,NA,6.41,NA,64.89,42.13,43.83,105.5
Yes,Hot,5.6,NA,2.98,84.36,54.18,58.13,103.02
No,Hot,2.41,2.44,43.14,96.75,50.37,NA,101.45
No,Neutral,2.97,3.02,4.8,98.82,18.49,13.79,110.92
Yes,Hot,3.7,3.65,3.61,79.53,96.35,96.26,108.82
Yes,Cold,6.4,6.62,10.44,85.6,94.19,92.44,114.92
Yes,Cold,6.8,6.89,2.92,90.65,79.35,75.17,107.54
No,Neutral,5.82,NA,15.46,94.76,45.89,NA,109.8
Yes,Hot,3.23,3.14,19.41,72.37,85.72,88.33,96.58
No,Neutral,NA,4.95,3.51,98.27,24.61,24.1,99.2
No,Neutral,1.87,1.91,1.95,97.1,26.64,28.95,94.69
NA,Cold,1,1.05,11.19,96.63,35.38,33.62,100.47
Yes,Cold,8.88,9.18,12.95,99.62,45.77,49.1,116.63
